customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01440,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,24.01,455.22,No
CUST01441,Male,0,No,No,45,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),103.72,4674.27,No
CUST01442,Male,0,No,Yes,14,Yes,Yes,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),114.1,1596.39,No
CUST01443,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),87.02,2082.73,Yes
CUST01444,Male,1,No,No,70,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.72,2778.17,Yes
CUST01445,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.73,869.39,No
CUST01446,Male,1,No,No,8,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.68,522.53,Yes
CUST01447,Male,1,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,No,Credit card (automatic),79.67,2946.91,No
CUST01448,Female,1,No,No,47,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),86.2,4051.9,Yes
CUST01449,Male,0,Yes,No,59,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),74.53,4400.76,No
CUST01450,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,53.83,3339.8,Yes
CUST01451,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),108.87,111.94,Yes
CUST01452,Male,1,No,No,71,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,26.3,1867.09,Yes
CUST01453,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,65.56,666.24,Yes
CUST01454,Female,0,No,No,63,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,97.11,6113.72,No
CUST01455,Male,0,Yes,Yes,71,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,No,Mailed check,24.21,1717.32,No
CUST01456,Male,1,No,No,20,No,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,89.94,1807.09,Yes
CUST01457,Female,0,No,No,17,No,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,101.61,1725.42,No
CUST01458,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,85.4,5379.65,Yes
CUST01459,Female,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),19.32,716.86,Yes
CUST01460,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),36.37,1133.31,No
CUST01461,Female,1,Yes,No,10,No,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,52.9,529.71,Yes
CUST01462,Female,0,Yes,No,44,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.84,1836.54,No
CUST01463,Female,0,Yes,No,32,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,116.19,3716.03,Yes
CUST01464,Female,0,Yes,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,84.46,3381.1,No
CUST01465,Male,1,Yes,No,7,No,No,No,Yes,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),48.29,336.55,No
CUST01466,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,112.83,1125.96,Yes
CUST01467,Male,0,No,No,50,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,93.54,4672.34,No
CUST01468,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,47.03,1887.17,Yes
CUST01469,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,56.65,905.79,No
CUST01470,Female,1,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,38.34,1724.72,Yes
CUST01471,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,117.05,3631.95,Yes
CUST01472,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.76,3743.47,Yes
CUST01473,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),109.4,2078.81,Yes
CUST01474,Male,0,Yes,No,32,Yes,Yes,No,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),53.34,1714.41,No
CUST01475,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,105.81,4126.27,Yes
CUST01476,Female,0,No,No,31,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,23.5,729.6,Yes
CUST01477,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,118.17,119.16,Yes
CUST01478,Female,1,Yes,Yes,32,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,111.03,3558.27,Yes
CUST01479,Male,0,Yes,Yes,29,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.05,1597.46,No
CUST01480,Female,0,No,Yes,32,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Electronic check,97.02,3116.98,No
CUST01481,Female,0,No,No,25,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.73,2369.41,Yes
CUST01482,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),109.93,2306.35,No
CUST01483,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),49.34,3214.66,No
CUST01484,Female,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.48,2421.71,Yes
CUST01485,Female,0,Yes,No,45,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,106.23,4777.35,No
CUST01486,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,97.42,1357.94,Yes
CUST01487,Male,0,No,No,43,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,58.13,2501.98,No
CUST01488,Male,0,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,104.26,5002.19,No
CUST01489,Male,1,No,No,60,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.79,1363.51,Yes
CUST01490,Male,0,Yes,No,66,No,Yes,No,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),97.77,6449.99,No
CUST01491,Male,0,Yes,Yes,5,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),39.09,193.63,No
CUST01492,Male,0,Yes,No,8,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.18,381.6,Yes
CUST01493,Male,0,No,No,5,No,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),68.31,343.97,No
CUST01494,Female,0,Yes,No,72,No,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.87,4597.92,Yes
CUST01495,Female,0,Yes,Yes,31,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),71.1,2206.9,No
CUST01496,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Electronic check,73.57,2942.27,No
CUST01497,Male,0,No,No,7,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.82,363.77,Yes
CUST01498,Male,1,No,No,71,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),35.87,2543.44,No
CUST01499,Female,0,Yes,No,49,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),96.39,4719.82,No
CUST01500,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,58.8,3587.56,No
CUST01501,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,69.6,4246.37,Yes
CUST01502,Female,0,No,No,6,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,83.76,507.62,Yes
CUST01503,Male,0,Yes,No,3,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),110.78,334.84,Yes
CUST01504,Female,1,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,90.17,448.39,Yes
CUST01505,Male,0,No,Yes,57,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),22.64,1284.08,Yes
CUST01506,Female,0,No,No,21,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,103.53,2178.54,Yes
CUST01507,Male,0,No,Yes,25,Yes,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,118.91,2974.41,No
CUST01508,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.19,137.23,Yes
CUST01509,Female,0,No,No,40,Yes,No phone service,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),116.9,4678.29,Yes
CUST01510,Male,0,No,No,59,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,73.83,4364.99,Yes
CUST01511,Male,0,Yes,Yes,13,Yes,No phone service,No,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,64.88,842.36,No
CUST01512,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,51.8,570.01,Yes
CUST01513,Female,1,No,No,11,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.07,939.72,Yes
CUST01514,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,41.44,501.6,Yes
CUST01515,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,28.7,690.44,No
CUST01516,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),20.78,906.36,No
CUST01517,Male,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),47.82,851.92,No
CUST01518,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,58.37,3150.05,No
CUST01519,Male,0,No,No,44,Yes,Yes,No,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),74.31,3269.75,No
CUST01520,Male,0,No,No,7,No,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.86,325.68,Yes
CUST01521,Female,0,Yes,No,52,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),118.37,6155.09,No
CUST01522,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.76,2582.3,Yes
CUST01523,Male,0,Yes,Yes,31,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),62.98,1952.08,No
CUST01524,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),28.53,1427.98,No
CUST01525,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.58,1919.88,Yes
CUST01526,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.93,1574.16,Yes
CUST01527,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),75.07,1279.45,Yes
CUST01528,Male,0,Yes,Yes,21,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,One year,Yes,Electronic check,94.61,1983.14,No
CUST01529,Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,One year,No,Credit card (automatic),37.96,1365.37,No
CUST01530,Female,1,No,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,55.53,3050.84,No
CUST01531,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.69,1147.39,Yes
CUST01532,Male,0,No,Yes,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),103.63,201.4,Yes
CUST01533,Female,0,No,No,27,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Electronic check,97.56,2641.03,No
CUST01534,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,24.45,843.26,No
CUST01535,Female,0,No,No,60,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,55.22,3305.44,Yes
CUST01536,Female,1,No,No,53,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,115.44,6115.39,Yes
CUST01537,Male,0,No,Yes,62,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),57.99,3598.44,No
CUST01538,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,71.67,425.05,Yes
CUST01539,Female,1,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,54.23,2601.68,No
CUST01540,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),78.81,2365.18,Yes
CUST01541,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.77,6709.33,Yes
CUST01542,Male,0,No,Yes,60,Yes,No,DSL,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,119.75,7185.41,No
CUST01543,Male,0,Yes,Yes,23,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,97.02,2236.2,Yes
CUST01544,Male,0,Yes,No,19,Yes,Yes,No,No,No,No internet service,Yes,No,No,One year,No,Electronic check,59.24,1125.17,No
CUST01545,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),68.43,2458.29,Yes
CUST01546,Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.39,168.99,Yes
CUST01547,Male,0,Yes,No,19,Yes,No,No,Yes,No,Yes,No,No internet service,No,One year,No,Electronic check,118.53,2259.02,No
CUST01548,Male,0,No,No,59,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),90.19,5323.05,No
CUST01549,Male,1,Yes,Yes,23,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.79,1462.26,Yes
CUST01550,Male,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.24,938.37,Yes
CUST01551,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,71.09,3400.48,No
CUST01552,Female,1,No,Yes,50,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,118.36,5915.04,Yes
CUST01553,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,71.35,2502.58,No
CUST01554,Male,0,No,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.61,2376.23,No
CUST01555,Male,0,Yes,Yes,33,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),20.25,663.47,No
CUST01556,Female,0,No,Yes,35,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),54.18,1901.41,No
CUST01557,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,111.66,564.06,Yes
CUST01558,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,119.65,4544.02,Yes
CUST01559,Female,0,Yes,Yes,41,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),114.43,4694.18,No
CUST01560,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.4,5262.46,Yes
CUST01561,Female,0,Yes,No,11,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.93,822.52,Yes
CUST01562,Male,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,78.25,147.4,Yes
CUST01563,Female,1,No,No,17,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),72.98,1242.46,No
CUST01564,Female,0,Yes,No,39,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,90.12,3514.17,No
CUST01565,Male,1,Yes,No,20,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.73,1211.24,Yes
CUST01566,Male,1,Yes,Yes,14,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.26,1207.18,Yes
CUST01567,Female,0,Yes,No,25,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.4,758.92,No
CUST01568,Male,1,No,No,7,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,45.1,311.56,No
CUST01569,Female,1,Yes,No,41,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,103.27,4236.06,No
CUST01570,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,110.18,4736.25,Yes
CUST01571,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,72.98,948.07,No
CUST01572,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,21.23,13.93,Yes
CUST01573,Male,0,No,No,36,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),112.55,4051.17,Yes
CUST01574,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.61,6092.58,Yes
CUST01575,Female,1,No,No,37,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,60.23,2224.38,Yes
CUST01576,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,79.03,3163.86,Yes
CUST01577,Female,0,No,No,61,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,61.84,3761.7,No
CUST01578,Female,0,No,No,59,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.46,3859.73,No
CUST01579,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,108.45,1411.4,No
CUST01580,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,34.43,44.92,Yes
CUST01581,Female,0,No,No,69,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),28.57,1964.5,No
CUST01582,Female,0,No,Yes,16,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),18.28,292.92,No
CUST01583,Male,1,Yes,No,27,Yes,No,No,No,No internet service,No,No,Yes,No,Two year,No,Bank transfer (automatic),50.03,1353.55,No
CUST01584,Male,0,No,Yes,65,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),33.04,2147.92,Yes
CUST01585,Male,0,No,Yes,34,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),40.44,1368.8,No
CUST01586,Male,0,Yes,No,4,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,19.15,74.18,No
CUST01587,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,41.17,2622.67,No
CUST01588,Female,0,Yes,No,39,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,51.94,2025.68,Yes
CUST01589,Male,0,No,No,55,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.22,1160.02,No
CUST01590,Female,0,No,No,35,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.01,2802.63,No
CUST01591,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,76.02,3341.61,Yes
CUST01592,Female,0,No,Yes,22,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,27.9,610.06,Yes
CUST01593,Female,0,No,No,46,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,78.69,3620.57,Yes
CUST01594,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,119.86,3597.1,Yes
CUST01595,Female,0,No,Yes,10,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,114.34,1147.76,Yes
CUST01596,Female,0,Yes,Yes,9,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,18.27,163.12,Yes
CUST01597,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Electronic check,99.13,6542.05,No
CUST01598,Female,1,No,No,13,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,54.07,695.98,No
CUST01599,Male,0,No,No,9,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.49,227.65,Yes
CUST01600,Male,0,No,No,0,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,48.19,0.0,No
CUST01601,Male,0,No,No,4,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),50.82,206.9,Yes
CUST01602,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),71.37,1359.69,No
CUST01603,Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.43,600.01,Yes
CUST01604,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,94.4,3963.61,No
CUST01605,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,43.08,0.0,Yes
CUST01606,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,50.82,2845.6,Yes
CUST01607,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,49.45,3105.83,No
CUST01608,Male,0,Yes,No,27,Yes,No,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,55.0,1484.87,Yes
CUST01609,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),119.96,4325.99,No
CUST01610,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.35,4476.97,Yes
CUST01611,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,117.45,4228.04,No
CUST01612,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.7,4252.48,Yes
CUST01613,Male,0,Yes,Yes,43,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,One year,No,Credit card (automatic),59.44,2556.85,No
CUST01614,Female,0,No,No,55,Yes,Yes,No,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,57.75,3172.36,No
CUST01615,Female,0,Yes,No,27,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.84,1835.93,No
